ResponseID,User_ID,SentenceID,SentenceText,Response
5863,340e8782e70cce8dbf3be406e1ef505e,-2,"In JAVA, you can use <a href=""https://jersey.java.net/"" rel=""nofollow noreferrer"">Jersey</a>, <a href=""https://stackoverflow.com/questions/20400233/spring-mvc-requestmapping-from-json"">Spring</a>, or <a href=""http://jackson.codehaus.org/"" rel=""nofollow noreferrer"">Jackson</a>.",Possible solutions are presented
5867,340e8782e70cce8dbf3be406e1ef505e,-1,Hope this helps.,This is courtesy
5843,340e8782e70cce8dbf3be406e1ef505e,189,"Another thing to notice, is that <code>require</code> is synchronous, so if your JSON is specially large, the first time you instanciate <code>MyClass</code> the event loop will be blocked.",Excellent technical information
5851,340e8782e70cce8dbf3be406e1ef505e,191,"I'd only put <code>require</code> inside the constructor if it was a dynamic dependency, like <code>const wordlist = require(</code>./config/lang/${lang}.json<code>)</code>.",Excellent and relevant information
5855,340e8782e70cce8dbf3be406e1ef505e,215,"and you will also have to add the <code>async</code> keyword to your top function that wraps your code, but if this is a website you'll need to use babel for this to work in all browsers.",Good comment but not very clear on what 'babel' is
5875,340e8782e70cce8dbf3be406e1ef505e,217,"You can use this regex if you have to use <code>type=""text""</code>",Very specific recommendation
5879,340e8782e70cce8dbf3be406e1ef505e,218,If it passes this validation then you check if it exceedes the max value of your input.,Trivial 
5883,340e8782e70cce8dbf3be406e1ef505e,219,"For the min value, the user cannot enter something below <code>0</code> because to do that he should be able to write <code>-</code>, which doesn't pass the first condition ( numbers only )",Helpful to avoid bugs
5871,340e8782e70cce8dbf3be406e1ef505e,250,"If your input field values are numbers, then you can use input type 'number' .",General information
5859,340e8782e70cce8dbf3be406e1ef505e,251,"<code>fetch</code> returns a <code>Promise</code>, so if you want to use slice method, you should use it inside the last <code>.then()</code>, but it would be better if you fetch your data in <code>componentDidMount</code>, save your data in React state, and after that use in <code>render</code> method;",Good and relevant sentence
5847,340e8782e70cce8dbf3be406e1ef505e,252,"So, yes, in my opinion, <code>require</code> calls should be at the top, unless you know what you're doing, or you're loading a dynamic dependency.",Specific and relevant assertion
6880,36d239cfa27dd388296579a4d24afb15,-2,"In JAVA, you can use <a href=""https://jersey.java.net/"" rel=""nofollow noreferrer"">Jersey</a>, <a href=""https://stackoverflow.com/questions/20400233/spring-mvc-requestmapping-from-json"">Spring</a>, or <a href=""http://jackson.codehaus.org/"" rel=""nofollow noreferrer"">Jackson</a>.",The highlighted sentence gives the precise solution to the problem in question.
6884,36d239cfa27dd388296579a4d24afb15,-1,Hope this helps.,The highlighted sentence does not give any information about issue in question.
6900,36d239cfa27dd388296579a4d24afb15,189,"Another thing to notice, is that <code>require</code> is synchronous, so if your JSON is specially large, the first time you instanciate <code>MyClass</code> the event loop will be blocked.","The sentence is giving one of the reasons to not use the approach questioned in the problem. So, it helps me in quickly understanding whether I can use the approach in question or not. "
6908,36d239cfa27dd388296579a4d24afb15,191,"I'd only put <code>require</code> inside the constructor if it was a dynamic dependency, like <code>const wordlist = require(</code>./config/lang/${lang}.json<code>)</code>.","The sentence is giving one of the situations on when to use the approach questioned in the problem. So, it helps me in quickly understanding whether I can use the approach in question or not. "
6888,36d239cfa27dd388296579a4d24afb15,195,Loop through the object and check to see if car1 exists on the next level down.,"The highlighted sentence provides a possible solution. But, it is not a best solution to the problem."
6896,36d239cfa27dd388296579a4d24afb15,196," The good news is this will work if given an Array of objects as well instead of a nested Object, but only because we don't care about the keys that hold the objects and only that an object actually has a 'car1' property","The sentence is trying to explain the boundary conditions of the given solution. But, it is not suggesting any possible solution to the actual problem in question."
6858,36d239cfa27dd388296579a4d24afb15,204,"You can use session storage if you want the data to be retrieved once <strong>PER SESSION</strong> or local storage if you want to have better control of the data's ""expiration"".","The highlighted sentence precisely describes the possible solution to the given problem in thread. So, highlighting it helps me in quickly navigating to that solution and there by solving my problem."
6854,36d239cfa27dd388296579a4d24afb15,205,"You could put the data in <a href=""https://developer.mozilla.org/en-US/docs/Web/API/Window/localStorage"" rel=""nofollow noreferrer""><code>localStorage</code></a> and always check if there is some data there before doing the request.","The highlighted sentence precisely describes the possible solution to the given problem in thread. So, highlighting it helps me in quickly navigating to that solution and there by solving my problem."
6872,36d239cfa27dd388296579a4d24afb15,206,If you're correctly sending change/delete requests - they will be memorized and refresh will read updated data (if not cached).,"Though the sentence is trying to answer the issue in question, it is not helping me in solving the actual issue to my problem."
6876,36d239cfa27dd388296579a4d24afb15,207,If it's a SPA (Single Page App) there is no need for refresh - it shouldn't happen.,"Though the sentence is suggesting a solution, the solution is very abstract in the context of question and does not really help me in solving the issue."
6904,36d239cfa27dd388296579a4d24afb15,252,"So, yes, in my opinion, <code>require</code> calls should be at the top, unless you know what you're doing, or you're loading a dynamic dependency.","Though the sentence is not giving direct explanation to the given problem, it is suggesting that there is a reasonable explanation in the solution, in which the sentence is a part."
6892,36d239cfa27dd388296579a4d24afb15,253,"You're not looping over an Array, you are looping over the properties of an Object with a <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Statements/for...in"" rel=""nofollow noreferrer""><code>for...in</code></a> loop.","The highlighted sentence gives an explanation to the problem but is not suggesting any solution to the problem. But, still highlighting it might help me in navigating to that solution which might also contain the actual solution to the problem."
2792,3e51e4b28d98fafdb6af2a476e01ca7a,-2,"In JAVA, you can use <a href=""https://jersey.java.net/"" rel=""nofollow noreferrer"">Jersey</a>, <a href=""https://stackoverflow.com/questions/20400233/spring-mvc-requestmapping-from-json"">Spring</a>, or <a href=""http://jackson.codehaus.org/"" rel=""nofollow noreferrer"">Jackson</a>.",true
2796,3e51e4b28d98fafdb6af2a476e01ca7a,-1,Hope this helps.,its extra
2820,3e51e4b28d98fafdb6af2a476e01ca7a,231,"Probably, the compiler is giving you a warning, but allows you to have such a constructor, even if it will result in undefined behavior or <strong>slicing</strong> an instance of <code>MyObject</code> every time it is passed by value.",usless facts
2824,3e51e4b28d98fafdb6af2a476e01ca7a,232,"Furthermore, if you want to exploit polymorphic behavior you must use pointers, even if there is no explicit need to cast to derived classes in your code, as far as I can see.",need pointers
2828,3e51e4b28d98fafdb6af2a476e01ca7a,233,"If your code uses the class as a <code>QObject</code> for any reason other than to get meta information, you are almost certainly using it incorrectly if you are trying to store it by value (as explained by G. Giordano in their answer).",true
2812,3e51e4b28d98fafdb6af2a476e01ca7a,234,Overwrites the existing file if the file exists.,facts
2800,3e51e4b28d98fafdb6af2a476e01ca7a,235,"You'll also need to account for the file not yet existing, and if you don't want to wait for locks forever, you need to handle timeouts (meaning you need to use <code>LOCK_NB</code> <em>in a loop</em> and test for the return value to see if the lock was acquired, until a certain amount of time has passed).",helpful
2804,3e51e4b28d98fafdb6af2a476e01ca7a,236,"In the following context manager, I used the <code>os.open()</code> low-level system call to ensure the file is created when trying to lock it for exclusive access <em>without truncating it if it already exists</em>:",gives an example
2808,3e51e4b28d98fafdb6af2a476e01ca7a,237,"If you want to allow for a timeout, add a <code>try/except</code> block around the <code>with</code> block and catch the <code>Timeout</code> exception; you'll need to decide what should happen then:",stop making people justify every fact
2832,3e51e4b28d98fafdb6af2a476e01ca7a,240,"Misuse considerations aside, in order to JSON-ify a <code>QVariant</code> that stores a <code>QObject</code> subclass by value, you can use the <code>QMetaType::create</code> method and pass it the user type id and <code>yourQVariant.constData()</code>.",truth
2780,3e51e4b28d98fafdb6af2a476e01ca7a,262,You shouldn't use <code>contains/1</code> as it will not work the way you might expect it,no
2784,3e51e4b28d98fafdb6af2a476e01ca7a,263,It will recursively check if all parts are contained.,its true
2788,3e51e4b28d98fafdb6af2a476e01ca7a,264,"So not only will it check if the string is contained in the array, but if the string is also a substring",ok
6650,40911285d6743fcd280b5badd29bd31c,-2,"In JAVA, you can use <a href=""https://jersey.java.net/"" rel=""nofollow noreferrer"">Jersey</a>, <a href=""https://stackoverflow.com/questions/20400233/spring-mvc-requestmapping-from-json"">Spring</a>, or <a href=""http://jackson.codehaus.org/"" rel=""nofollow noreferrer"">Jackson</a>.",Directly lists alternatives that answers the question in Java.
6654,40911285d6743fcd280b5badd29bd31c,-1,Hope this helps.,This is just the stackoverflow user saying post will hopefully help.
6674,40911285d6743fcd280b5badd29bd31c,220,For example if the given date range is valid.,Just an example of how solution should work.
6678,40911285d6743fcd280b5badd29bd31c,221,"Stating this, if a returning error code cannot be used to figure out the exact problem of the request, the design of the API interface <strong>might</strong> be not optimal.",Explains what the error code should be used for.
6686,40911285d6743fcd280b5badd29bd31c,222,"But I think in your case, you should rather investigate why the client is unable to display the <code>errorMsg</code> - this should be the best and most flexible way to go to add additional validations in the future.",Says how and when to display error message.
6666,40911285d6743fcd280b5badd29bd31c,223,"Then, if the content may have been updated, you should override the previously downloaded files with the new ones, at app launch.",Presents a hacky solution that involves redownloading files with launch instead of better solution.
6670,40911285d6743fcd280b5badd29bd31c,224,Please tell me if you need help for Swift translation :),Just an offer of extraneous help with Swift language.
6658,40911285d6743fcd280b5badd29bd31c,225,"regarding sending app to background , the content won't reset if the app is left working by IOS , but if closed you will get a new launch when you open it again with array content is initiated from the begining",Directly explains the first question.
6682,40911285d6743fcd280b5badd29bd31c,238,This validation error message should be human-readable and it should be okay for the client to display it to the user.,Explains how the error message should look like and whether to display it.
6662,40911285d6743fcd280b5badd29bd31c,255,"regarding the download every launch , i recommend having expire or new data flag , you should store them in a file/coreData or any other alternative and , it's best to implement <code>Codable</code> , to read them as <code>Data</code> to objects and vice versa when saving",Presents the solution for user session variable using expire or new data flags.
6638,40911285d6743fcd280b5badd29bd31c,262,You shouldn't use <code>contains/1</code> as it will not work the way you might expect it,Straight points out the error of using contains/1.
6642,40911285d6743fcd280b5badd29bd31c,263,It will recursively check if all parts are contained.,Explains how the contains/1 works.
6646,40911285d6743fcd280b5badd29bd31c,264,"So not only will it check if the string is contained in the array, but if the string is also a substring",Contains info explaining why contain's/1 does not work at is it contains extra results.
5943,4147da6320a499a7706a4cb34679ceae,-2,"In JAVA, you can use <a href=""https://jersey.java.net/"" rel=""nofollow noreferrer"">Jersey</a>, <a href=""https://stackoverflow.com/questions/20400233/spring-mvc-requestmapping-from-json"">Spring</a>, or <a href=""http://jackson.codehaus.org/"" rel=""nofollow noreferrer"">Jackson</a>.",not relevant
5947,4147da6320a499a7706a4cb34679ceae,-1,Hope this helps.,not relevant
5939,4147da6320a499a7706a4cb34679ceae,177,"Don't mix <code>var</code> and <code>let</code>/<code>const</code> - if you're using ES6, which you should be, always use <code>const</code>, except when you need to reassign, in which case use <code>let</code>.",valuable sentence
5919,4147da6320a499a7706a4cb34679ceae,178,Next we add custom getter and setter for public property which checks each it is invoked if <code>_isPlaying</code> is null.,the statement is true
5923,4147da6320a499a7706a4cb34679ceae,179,And if so it returns your default value.,the statement is correct
5931,4147da6320a499a7706a4cb34679ceae,180,Otherwise you should consider using another json library like Jackson which as I know supports Kotlin well.,true statement
5915,4147da6320a499a7706a4cb34679ceae,195,Loop through the object and check to see if car1 exists on the next level down.,loop checks the property and proceed to the next level
5907,4147da6320a499a7706a4cb34679ceae,196," The good news is this will work if given an Array of objects as well instead of a nested Object, but only because we don't care about the keys that hold the objects and only that an object actually has a 'car1' property",array can store multiple values. 
5935,4147da6320a499a7706a4cb34679ceae,245,"Use <code>.reduce</code> to convert the array into an object, as you're doing, but then you need to <code>.find</code> twice to see if the matching <code>name</code> and then if the matching <code>value</code> object exists.",The above statement checks the condition 
5927,4147da6320a499a7706a4cb34679ceae,249,"Otherwise, it returns the value stored in <code>_isPlaying</code>",the condition is true
5911,4147da6320a499a7706a4cb34679ceae,253,"You're not looping over an Array, you are looping over the properties of an Object with a <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Statements/for...in"" rel=""nofollow noreferrer""><code>for...in</code></a> loop.","You're not looping over an Array, you are looping over the properties of an Object with a for...in loop. is not relevant"
7776,437132e2719f79b06bcc330b5c8d827b,-2,"In JAVA, you can use <a href=""https://jersey.java.net/"" rel=""nofollow noreferrer"">Jersey</a>, <a href=""https://stackoverflow.com/questions/20400233/spring-mvc-requestmapping-from-json"">Spring</a>, or <a href=""http://jackson.codehaus.org/"" rel=""nofollow noreferrer"">Jackson</a>.",Most useful information/answer on the page.
7780,437132e2719f79b06bcc330b5c8d827b,-1,Hope this helps.,Looks to have highlighted something completely irrelevant. 
7796,437132e2719f79b06bcc330b5c8d827b,189,"Another thing to notice, is that <code>require</code> is synchronous, so if your JSON is specially large, the first time you instanciate <code>MyClass</code> the event loop will be blocked.","Useful additional information regarding the relevant topic, as well as the answer. "
7804,437132e2719f79b06bcc330b5c8d827b,191,"I'd only put <code>require</code> inside the constructor if it was a dynamic dependency, like <code>const wordlist = require(</code>./config/lang/${lang}.json<code>)</code>.",Answers all the asked questions. 
7784,437132e2719f79b06bcc330b5c8d827b,195,Loop through the object and check to see if car1 exists on the next level down.,Well explained with example code.
7792,437132e2719f79b06bcc330b5c8d827b,196," The good news is this will work if given an Array of objects as well instead of a nested Object, but only because we don't care about the keys that hold the objects and only that an object actually has a 'car1' property","Same as above, seems like a better solution than the first answer. "
7760,437132e2719f79b06bcc330b5c8d827b,204,"You can use session storage if you want the data to be retrieved once <strong>PER SESSION</strong> or local storage if you want to have better control of the data's ""expiration"".",I justify my ratings.
7756,437132e2719f79b06bcc330b5c8d827b,205,"You could put the data in <a href=""https://developer.mozilla.org/en-US/docs/Web/API/Window/localStorage"" rel=""nofollow noreferrer""><code>localStorage</code></a> and always check if there is some data there before doing the request.",I justify my ratings.
7768,437132e2719f79b06bcc330b5c8d827b,206,If you're correctly sending change/delete requests - they will be memorized and refresh will read updated data (if not cached).,I don't understand this response.
7772,437132e2719f79b06bcc330b5c8d827b,207,If it's a SPA (Single Page App) there is no need for refresh - it shouldn't happen.,I don't understand how this response works.
7800,437132e2719f79b06bcc330b5c8d827b,252,"So, yes, in my opinion, <code>require</code> calls should be at the top, unless you know what you're doing, or you're loading a dynamic dependency.",Simple answers the asked question. 
7788,437132e2719f79b06bcc330b5c8d827b,253,"You're not looping over an Array, you are looping over the properties of an Object with a <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Statements/for...in"" rel=""nofollow noreferrer""><code>for...in</code></a> loop.",Seems like a better way to solve the problem than the first answer. 
7764,437132e2719f79b06bcc330b5c8d827b,254,"Solution :- <em>You must use database</em> , when you save data you do it in db , when you delete data , you delete it from db &amp; when you fetch data then you fetch from db.",I justify my ratings.
3213,46a48d98a47aeb653879015c3361fa64,-2,"In JAVA, you can use <a href=""https://jersey.java.net/"" rel=""nofollow noreferrer"">Jersey</a>, <a href=""https://stackoverflow.com/questions/20400233/spring-mvc-requestmapping-from-json"">Spring</a>, or <a href=""http://jackson.codehaus.org/"" rel=""nofollow noreferrer"">Jackson</a>.",the poster asked for recommendations on one of two options for accomplishing his task. the highlighted statement does not provide an answer.
3217,46a48d98a47aeb653879015c3361fa64,-1,Hope this helps.,"""Hope this helps"" While it's a message from the commenter that suggests the answers should be helpful it does not actually help to have that statement at the end of a set of explanations."
3278,46a48d98a47aeb653879015c3361fa64,173,But if you need to use older versions:,not looking to use older versions so i would not need this marked to be able to see.
3289,46a48d98a47aeb653879015c3361fa64,175,Then your <code>typings.d.ts</code> should be in the <code>src</code> directory as described in <code>include</code> property,if and only if i chose to use older methods I'd be ok with this statement and the one above but my goal was accomplished using the instructions provided as the first set of answers to my question.
3197,46a48d98a47aeb653879015c3361fa64,178,Next we add custom getter and setter for public property which checks each it is invoked if <code>_isPlaying</code> is null.,it explains the reasons for the steps in the code above. That is enough.
3201,46a48d98a47aeb653879015c3361fa64,179,And if so it returns your default value.,"again, it is an explanation of the code above and therefore quite useful."
3209,46a48d98a47aeb653879015c3361fa64,180,Otherwise you should consider using another json library like Jackson which as I know supports Kotlin well.,this last statement casts doubt into the steps provided above and I find that entirely useless.
3259,46a48d98a47aeb653879015c3361fa64,234,Overwrites the existing file if the file exists.,the explanation was provided in full in the earlier comments. i don't see any need to be redundant but the comment is exactly that.
3239,46a48d98a47aeb653879015c3361fa64,235,"You'll also need to account for the file not yet existing, and if you don't want to wait for locks forever, you need to handle timeouts (meaning you need to use <code>LOCK_NB</code> <em>in a loop</em> and test for the return value to see if the lock was acquired, until a certain amount of time has passed).",it is uber important to know what needs to be done in cases like this. the explanation works for me and I find it to be quite helpful for someone who is still new to the subject.
3251,46a48d98a47aeb653879015c3361fa64,236,"In the following context manager, I used the <code>os.open()</code> low-level system call to ensure the file is created when trying to lock it for exclusive access <em>without truncating it if it already exists</em>:",it is uber important to know what needs to be done in cases like this. the explanation works for me and I find it to be quite helpful for someone who is still new to the subject. The coding sample is a great help for new coders.
3255,46a48d98a47aeb653879015c3361fa64,237,"If you want to allow for a timeout, add a <code>try/except</code> block around the <code>with</code> block and catch the <code>Timeout</code> exception; you'll need to decide what should happen then:",it is uber important to know what needs to be done in cases like this. the explanation works for me and I find it to be quite helpful for someone who is still new to the subject.
3285,46a48d98a47aeb653879015c3361fa64,241,But if you have an <code>include</code> property in your <code>tsconfig.json</code>:,the earlier comments explained what I needed to do without going into extraneous detail.
3205,46a48d98a47aeb653879015c3361fa64,249,"Otherwise, it returns the value stored in <code>_isPlaying</code>",it is a continuation of the explanation of the steps involved in the code posted above the statements.
4728,567145b16da60b17212073e933b46886,-2,"In JAVA, you can use <a href=""https://jersey.java.net/"" rel=""nofollow noreferrer"">Jersey</a>, <a href=""https://stackoverflow.com/questions/20400233/spring-mvc-requestmapping-from-json"">Spring</a>, or <a href=""http://jackson.codehaus.org/"" rel=""nofollow noreferrer"">Jackson</a>.",This sentence explains how the asker can use libraries to achieve what they want to do much more easily.
4732,567145b16da60b17212073e933b46886,-1,Hope this helps.,This is just an affirmative.
4740,567145b16da60b17212073e933b46886,208,People might be able to give better answers if you include the following:,This sentence is the starting sentence for an important list of bullet point questions.
4744,567145b16da60b17212073e933b46886,209,If your json contains from 0.....N number of persons then <code>BatchUpdate</code> is good solution for you this may reduce your database round trip if you have performance requirement,This explains how a function can be used to do the task efficiently.
4755,567145b16da60b17212073e933b46886,210,"<a href=""https://jishnutkl.wordpress.com/tag/mysql-bulk-insert-from-c-net/"" rel=""nofollow noreferrer"">Here</a> is good article if you have to use <code>StoedProcedure</code> as insert command.",This shows how to approach the problem from an alternative perspective if necessary.
4662,567145b16da60b17212073e933b46886,231,"Probably, the compiler is giving you a warning, but allows you to have such a constructor, even if it will result in undefined behavior or <strong>slicing</strong> an instance of <code>MyObject</code> every time it is passed by value.","The sentence explains that while such a constructor may be allowed, it will result in unexpected behavior during runtime."
4670,567145b16da60b17212073e933b46886,233,"If your code uses the class as a <code>QObject</code> for any reason other than to get meta information, you are almost certainly using it incorrectly if you are trying to store it by value (as explained by G. Giordano in their answer).","This sentence explains what is conceptually wrong with what the question asker may try to be doing. It shows a deep understanding of what the question asker wants to do, which is JSONify an instance."
4666,567145b16da60b17212073e933b46886,240,"Misuse considerations aside, in order to JSON-ify a <code>QVariant</code> that stores a <code>QObject</code> subclass by value, you can use the <code>QMetaType::create</code> method and pass it the user type id and <code>yourQVariant.constData()</code>.","This explains how to JSONify a QVariant object instance, which is what the question asker wants."
4736,567145b16da60b17212073e933b46886,257,"and here how you can insert to db :
for ADO.Net : <a href=""https://msdn.microsoft.com/en-us/library/ms233812.aspx"" rel=""nofollow noreferrer"">https://msdn.microsoft.com/en-us/library/ms233812.aspx</a>",This shows a link explaining how one can implement the solution for a certain platform.
4696,567145b16da60b17212073e933b46886,262,You shouldn't use <code>contains/1</code> as it will not work the way you might expect it,This sentence points out a fundamental problem with the asker's approach.
4688,567145b16da60b17212073e933b46886,263,It will recursively check if all parts are contained.,It shows how the asker's search approach results in incorrect results.
4704,567145b16da60b17212073e933b46886,264,"So not only will it check if the string is contained in the array, but if the string is also a substring",This sentence explains exactly what will go wrong with the asker's approach.
5686,57dd37df7c9b09ff65cdf930d2a600ed,-2,"In JAVA, you can use <a href=""https://jersey.java.net/"" rel=""nofollow noreferrer"">Jersey</a>, <a href=""https://stackoverflow.com/questions/20400233/spring-mvc-requestmapping-from-json"">Spring</a>, or <a href=""http://jackson.codehaus.org/"" rel=""nofollow noreferrer"">Jackson</a>.","The highlighted statement is correct, but there are other options if the user is using other platforms"
5690,57dd37df7c9b09ff65cdf930d2a600ed,-1,Hope this helps.,Sentence lacks information
5710,57dd37df7c9b09ff65cdf930d2a600ed,220,For example if the given date range is valid.,"its an example, not really meaningful info."
5714,57dd37df7c9b09ff65cdf930d2a600ed,221,"Stating this, if a returning error code cannot be used to figure out the exact problem of the request, the design of the API interface <strong>might</strong> be not optimal.","not meaningfull answer, but inshightful"
5722,57dd37df7c9b09ff65cdf930d2a600ed,222,"But I think in your case, you should rather investigate why the client is unable to display the <code>errorMsg</code> - this should be the best and most flexible way to go to add additional validations in the future.",this is the most correct answer
5702,57dd37df7c9b09ff65cdf930d2a600ed,223,"Then, if the content may have been updated, you should override the previously downloaded files with the new ones, at app launch.",good point. Easy to locate
5706,57dd37df7c9b09ff65cdf930d2a600ed,224,Please tell me if you need help for Swift translation :),"this sentence doesnt add new information, but offers extra help"
5694,57dd37df7c9b09ff65cdf930d2a600ed,225,"regarding sending app to background , the content won't reset if the app is left working by IOS , but if closed you will get a new launch when you open it again with array content is initiated from the begining","goes to the point, and avoids loosing time scrolling"
5726,57dd37df7c9b09ff65cdf930d2a600ed,231,"Probably, the compiler is giving you a warning, but allows you to have such a constructor, even if it will result in undefined behavior or <strong>slicing</strong> an instance of <code>MyObject</code> every time it is passed by value.",it is getting closer to the answer
5730,57dd37df7c9b09ff65cdf930d2a600ed,232,"Furthermore, if you want to exploit polymorphic behavior you must use pointers, even if there is no explicit need to cast to derived classes in your code, as far as I can see.",good sentence to accomplish the tast
5734,57dd37df7c9b09ff65cdf930d2a600ed,233,"If your code uses the class as a <code>QObject</code> for any reason other than to get meta information, you are almost certainly using it incorrectly if you are trying to store it by value (as explained by G. Giordano in their answer).",The sentences points to a possible error.
5718,57dd37df7c9b09ff65cdf930d2a600ed,238,This validation error message should be human-readable and it should be okay for the client to display it to the user.,"opinions, not answers "
5738,57dd37df7c9b09ff65cdf930d2a600ed,240,"Misuse considerations aside, in order to JSON-ify a <code>QVariant</code> that stores a <code>QObject</code> subclass by value, you can use the <code>QMetaType::create</code> method and pass it the user type id and <code>yourQVariant.constData()</code>.",Sentence suggest a good practice
5698,57dd37df7c9b09ff65cdf930d2a600ed,255,"regarding the download every launch , i recommend having expire or new data flag , you should store them in a file/coreData or any other alternative and , it's best to implement <code>Codable</code> , to read them as <code>Data</code> to objects and vice versa when saving","good info, easy to locate"
1101,5857532ecc165a002982034e30107bdf,-2,"In JAVA, you can use <a href=""https://jersey.java.net/"" rel=""nofollow noreferrer"">Jersey</a>, <a href=""https://stackoverflow.com/questions/20400233/spring-mvc-requestmapping-from-json"">Spring</a>, or <a href=""http://jackson.codehaus.org/"" rel=""nofollow noreferrer"">Jackson</a>.","This explains a few different ways of solving the problem, with different libraries."
1119,5857532ecc165a002982034e30107bdf,-1,Hope this helps.,This is just a nice remark left by the responder to the OP.
1127,5857532ecc165a002982034e30107bdf,173,But if you need to use older versions:,It explains an alternate solution OP may have needed no one else highlighted.
1145,5857532ecc165a002982034e30107bdf,175,Then your <code>typings.d.ts</code> should be in the <code>src</code> directory as described in <code>include</code> property,This explains another part of an alternate solution to the OP's problem.
1093,5857532ecc165a002982034e30107bdf,177,"Don't mix <code>var</code> and <code>let</code>/<code>const</code> - if you're using ES6, which you should be, always use <code>const</code>, except when you need to reassign, in which case use <code>let</code>.",This explains an issue that the solution may run into. 
1020,5857532ecc165a002982034e30107bdf,178,Next we add custom getter and setter for public property which checks each it is invoked if <code>_isPlaying</code> is null.,"The sentence describes a solution, but not necessarily the best solution. "
1032,5857532ecc165a002982034e30107bdf,179,And if so it returns your default value.,"It's only explaining the workaround's behavior, it's not necessary"
1063,5857532ecc165a002982034e30107bdf,180,Otherwise you should consider using another json library like Jackson which as I know supports Kotlin well.,This helps give an alternate solution that other people seem to have not given.
1141,5857532ecc165a002982034e30107bdf,241,But if you have an <code>include</code> property in your <code>tsconfig.json</code>:,This explains one situation in which this person's solution might be helpful
1089,5857532ecc165a002982034e30107bdf,245,"Use <code>.reduce</code> to convert the array into an object, as you're doing, but then you need to <code>.find</code> twice to see if the matching <code>name</code> and then if the matching <code>value</code> object exists.",This provides a direct and easy to understand solution to the problem.
1051,5857532ecc165a002982034e30107bdf,249,"Otherwise, it returns the value stored in <code>_isPlaying</code>","This further explains the meaning on the json. Not useful, necessarily, because its not the best solution."
1466,5ae06be6dd4e8581d5c90c40188c4897,-2,"In JAVA, you can use <a href=""https://jersey.java.net/"" rel=""nofollow noreferrer"">Jersey</a>, <a href=""https://stackoverflow.com/questions/20400233/spring-mvc-requestmapping-from-json"">Spring</a>, or <a href=""http://jackson.codehaus.org/"" rel=""nofollow noreferrer"">Jackson</a>.",This may be a useful information but it is not an answer to the question.
1478,5ae06be6dd4e8581d5c90c40188c4897,-1,Hope this helps.,This is just a part the writer is being kind and friendly.
1243,5ae06be6dd4e8581d5c90c40188c4897,181,"and perhaps a third, but a casual scan of the Construct project pages doesn't tell me if it is available: have Construct output JSON or at least a JSON-compatible dictionary, perhaps by using adapters.","Unlike first two options, the replier is not sure about this solution. Although it may be helpful, it is not a concrete answer."
1272,5ae06be6dd4e8581d5c90c40188c4897,183,"In this case skipping just by type should suffice, but in case the <code>_io</code> key holds some other undesirable data this guarantees it won't be in the final result.",This is an important sub-section for the solution and it may helpt the person that asked the question.
1287,5ae06be6dd4e8581d5c90c40188c4897,184,"Of course, if your structure contains some other exotic data or data that is represented in JSON differently based on its type, this approach might mess it up as it turns all mappings into <code>dict</code> and all sequences into <code>list</code>.","Although this part is not a solution, it is explaining why the method may not work and explaining the risks."
1323,5ae06be6dd4e8581d5c90c40188c4897,189,"Another thing to notice, is that <code>require</code> is synchronous, so if your JSON is specially large, the first time you instanciate <code>MyClass</code> the event loop will be blocked.",It is explaining what may happen if the JSON is too large.
1362,5ae06be6dd4e8581d5c90c40188c4897,191,"I'd only put <code>require</code> inside the constructor if it was a dynamic dependency, like <code>const wordlist = require(</code>./config/lang/${lang}.json<code>)</code>.",This is a direct answer to the question and it is helpful.
1451,5ae06be6dd4e8581d5c90c40188c4897,192,"Do add proper error handling like if file does not exists, then send back <code>404</code> using something like below:","As this part shows the required error handling, it is useful. "
1412,5ae06be6dd4e8581d5c90c40188c4897,193,Please use this method carefully and only if you know what you are doing.,This is an important warning if the person who asked the question is not really experienced. 
1424,5ae06be6dd4e8581d5c90c40188c4897,194,If you do not wanted to create a designated directory (in this case 'public' folder) and put all your top level folders there in order to access it.,This is explaining and alternative so it is useful.
1396,5ae06be6dd4e8581d5c90c40188c4897,242,You can then access your <code>user.json</code> in the folder <code>/api/user.json</code> at <code>localhost:8081/api/user.json</code>,This information may be useful to the person that asked the question as it explains the files and folders.
1346,5ae06be6dd4e8581d5c90c40188c4897,252,"So, yes, in my opinion, <code>require</code> calls should be at the top, unless you know what you're doing, or you're loading a dynamic dependency.","Here, the writer is giving a direct answer."
1268,5ae06be6dd4e8581d5c90c40188c4897,258,"<a href=""https://docs.python.org/3/library/json.html#json.dump"" rel=""nofollow noreferrer""><code>skipkeys</code></a> doesn't do what you might think it does - it instructs the <a href=""https://docs.python.org/3/library/json.html#json.JSONEncoder"" rel=""nofollow noreferrer""><code>json.JSONEncoder</code></a> to skip keys that are not of a <em>basic</em> type, not the values of the keys - i.e. if your had a <code>dict</code> <code>{object(): ""foobar""}</code> it would skip the <code>object()</code> key, whereas without <code>skipkeys</code> set to <code>True</code> it would raise a <code>TypeError</code>.",The writer is explaining why a certain method is not working and giving useful information.
